IPK,Pendapatan_Orang_Tua,Prestasi_Akademik,Prestasi_Non_Akademik,Keikutsertaan_Organisasi,Diterima_Beasiswa
0.13,29.38,0.0,1,1,0.0
0.32,18.42,2.0,0,0,0.0
2.68,29.32,0.0,0,1,0.0
0.46,31.89,1.0,2,1,0.0
0.49,25.57,1.0,1,2,0.0
0.32,14.86,1.0,2,0,0.0
3.41,4.2,8.0,1,3,1.0
0.91,28.12,1.0,1,0,0.0
0.83,26.38,0.0,1,0,0.0
1.04,28.55,2.0,1,2,0.0
3.71,11.54,6.0,5,2,1.0
0.41,31.9,0.0,2,0,0.0
1.96,30.54,1.0,0,1,0.0
1.22,29.21,2.0,0,0,0.0
0.94,26.62,2.0,2,2,0.0
2.1,33.74,3.0,0,2,0.0
0.47,29.49,1.0,5,0,0.0
2.09,26.14,0.0,0,1,0.0
0.8,27.54,1.0,0,0,0.0
1.67,33.51,2.0,1,0,0.0
0.2,32.23,1.0,0,1,0.0
0.21,28.48,1.0,1,0,0.0
0.49,32.55,1.0,3,2,0.0
3.54,4.92,1.0,3,4,1.0
0.42,15.08,0.0,1,1,0.0
0.54,32.04,0.0,0,1,0.0
1.24,19.61,0.0,0,1,0.0
3.6,11.61,1.0,3,5,1.0
1.35,27.48,2.0,1,1,0.0
0.35,27.01,1.0,0,2,0.0
0.18,23.97,0.0,1,3,0.0
0.92,26.17,2.0,1,1,0.0
1.09,33.07,1.0,0,1,0.0
0.93,28.72,0.0,0,0,0.0
0.4,20.54,1.0,0,1,0.0
0.99,15.37,1.0,0,2,0.0
0.13,34.58,0.0,0,3,0.0
0.92,22.07,1.0,0,1,0.0
0.78,24.9,1.0,4,2,0.0
1.47,28.83,2.0,0,3,0.0
3.77,9.84,1.0,5,6,1.0
0.58,32.2,1.0,0,1,0.0
1.33,31.31,2.0,3,0,0.0
1.01,29.08,1.0,1,2,0.0
1.76,18.52,1.0,1,1,0.0
3.56,7.32,4.0,3,7,1.0
0.33,28.05,1.0,0,1,0.0
1.15,31.16,1.0,3,3,0.0
0.85,31.15,0.0,0,2,0.0
0.15,32.48,0.0,1,2,0.0
0.32,19.91,0.0,0,2,0.0
3.59,3.96,5.0,5,2,1.0
3.6,15.0,4.0,3,8,1.0
1.75,26.47,2.0,0,0,0.0
3.74,22.35,7.0,5,4,1.0
1.49,26.52,0.0,2,1,0.0
0.14,33.64,1.0,0,1,0.0
3.35,6.3,1.0,8,4,1.0
0.54,28.14,0.0,0,1,0.0
0.22,32.1,0.0,1,2,0.0
0.18,31.2,2.0,1,0,0.0
0.41,15.9,1.0,0,1,0.0
1.66,15.6,3.0,3,0,0.0
1.27,31.16,2.0,1,0,0.0
0.25,30.75,0.0,1,1,0.0
1.79,25.48,0.0,1,2,0.0
0.91,16.37,2.0,2,1,0.0
0.74,29.15,2.0,1,2,0.0
3.65,5.82,4.0,7,5,1.0
1.08,25.5,0.0,0,3,0.0
1.08,29.34,1.0,2,1,0.0
0.65,26.55,1.0,0,0,0.0
3.6,3.3,4.0,7,1,1.0
0.35,27.23,1.0,1,1,0.0
3.67,6.02,2.0,5,8,1.0
3.34,9.84,3.0,6,2,1.0
0.3,29.2,0.0,2,0,0.0
0.21,31.03,0.0,0,1,0.0
0.07,33.94,0.0,1,0,0.0
0.77,26.31,1.0,0,0,0.0
0.53,32.19,1.0,0,2,0.0
1.66,29.21,1.0,1,1,0.0
1.61,19.4,0.0,0,1,0.0
0.9,31.17,2.0,3,1,0.0
0.39,18.99,0.0,1,0,0.0
0.09,30.23,3.0,1,1,0.0
0.68,29.14,3.0,3,0,0.0
0.98,24.13,0.0,1,2,0.0
0.82,24.57,1.0,0,1,0.0
0.74,25.94,1.0,0,0,0.0
3.49,10.08,5.0,4,3,1.0
0.15,30.96,0.0,0,1,0.0
3.52,7.18,6.0,6,3,1.0
1.15,33.13,1.0,2,0,0.0
2.31,28.05,1.0,1,2,0.0
0.1,29.45,3.0,5,1,0.0
0.44,31.83,0.0,2,2,0.0
3.61,6.03,6.0,3,3,1.0
0.07,16.54,0.0,1,2,0.0
0.95,29.84,2.0,2,2,0.0
3.52,5.06,6.0,1,6,1.0
0.38,22.72,1.0,0,2,0.0
0.58,27.49,2.0,2,0,0.0
0.76,24.63,0.0,1,0,0.0
0.93,28.43,0.0,0,1,0.0
1.47,26.67,0.0,1,0,0.0
0.42,21.08,2.0,1,1,0.0
0.47,21.83,1.0,1,1,0.0
1.16,28.43,1.0,1,0,0.0
0.74,24.34,2.0,0,1,0.0
0.1,22.65,0.0,0,2,0.0
0.38,30.83,2.0,1,1,0.0
2.19,23.42,0.0,2,0,0.0
1.93,18.64,2.0,1,2,0.0
0.73,22.45,1.0,0,0,0.0
0.33,30.73,2.0,0,1,0.0
0.24,33.71,2.0,2,0,0.0
2.03,29.43,3.0,2,0,0.0
0.6,25.14,1.0,0,1,0.0
0.32,27.31,0.0,2,0,0.0
1.08,31.57,0.0,1,2,0.0
1.02,17.62,1.0,2,2,0.0
1.94,22.73,1.0,2,0,0.0
0.79,29.95,1.0,0,2,0.0
0.72,13.9,0.0,0,0,0.0
3.79,1.26,2.0,8,7,1.0
1.52,21.8,1.0,0,1,0.0
1.15,31.13,1.0,0,0,0.0
0.39,21.6,2.0,3,1,0.0
1.6,30.92,0.0,1,2,0.0
0.94,26.36,0.0,1,1,0.0
1.48,26.15,2.0,1,2,0.0
0.34,28.5,2.0,1,0,0.0
0.9,21.69,1.0,0,2,0.0
2.61,28.56,2.0,0,1,0.0
3.56,3.86,3.0,2,5,1.0
3.76,12.97,2.0,6,6,1.0
3.5,13.25,5.0,3,3,1.0
1.2,28.89,1.0,1,0,0.0
0.3,30.6,1.0,1,1,0.0
1.01,28.92,2.0,1,0,0.0
3.6,3.2,8.0,4,2,1.0
1.24,28.23,0.0,2,0,0.0
0.51,31.61,1.0,0,5,0.0
3.6,12.45,5.0,5,1,1.0
3.34,6.49,1.0,2,6,1.0
3.53,5.18,3.0,3,5,1.0
0.48,26.63,1.0,0,4,0.0
3.64,8.51,4.0,5,5,1.0
0.35,31.21,0.0,2,1,0.0
1.22,32.23,1.0,0,1,0.0
1.09,27.09,1.0,1,1,0.0
0.21,25.41,1.0,1,1,0.0
0.28,27.18,2.0,0,0,0.0
0.49,29.06,0.0,1,1,0.0
3.75,16.12,0.0,5,4,1.0
3.77,9.71,2.0,1,1,1.0
1.55,24.88,0.0,0,1,0.0
1.11,27.67,1.0,0,1,0.0
1.09,33.8,2.0,3,0,0.0
0.25,17.48,1.0,0,4,0.0
0.5,28.31,1.0,0,0,0.0
1.0,29.67,1.0,3,0,0.0
1.8,27.87,1.0,0,0,0.0
1.22,21.26,1.0,0,1,0.0
0.33,19.82,0.0,2,0,0.0
0.24,27.79,0.0,0,1,0.0
0.27,28.56,0.0,1,0,0.0
0.16,14.66,0.0,2,0,0.0
3.7,5.24,5.0,3,6,1.0
0.34,26.95,0.0,0,1,0.0
3.54,8.44,5.0,6,4,1.0
0.38,31.64,1.0,3,1,0.0
0.83,27.86,0.0,1,2,0.0
3.74,16.66,4.0,1,2,1.0
1.36,27.21,2.0,3,1,0.0
0.52,29.87,1.0,3,0,0.0
0.68,21.44,0.0,0,0,0.0
1.02,25.61,2.0,0,1,0.0
1.01,33.01,0.0,0,0,0.0
0.73,24.37,0.0,3,2,0.0
0.67,24.85,1.0,1,1,0.0
0.99,24.53,0.0,0,3,0.0
0.3,23.14,0.0,0,0,0.0
0.58,22.23,1.0,0,3,0.0
3.68,7.48,4.0,0,5,1.0
0.81,19.06,1.0,0,0,0.0
1.25,24.98,1.0,1,3,0.0
3.73,17.96,6.0,5,2,1.0
3.43,11.27,3.0,5,4,1.0
3.32,3.87,5.0,0,4,1.0
1.01,30.21,0.0,0,1,0.0
0.42,26.72,3.0,1,2,0.0
3.49,12.31,3.0,8,3,1.0
0.97,29.66,0.0,0,1,0.0
0.07,27.89,0.0,1,2,0.0
0.62,22.56,1.0,0,2,0.0
0.64,29.26,1.0,2,0,0.0
0.07,29.15,0.0,0,0,0.0
0.65,31.67,2.0,0,1,0.0
0.33,33.28,1.0,2,0,0.0
0.67,23.47,3.0,2,1,0.0
1.12,23.49,0.0,0,0,0.0
0.32,29.94,1.0,1,0,0.0
3.71,6.4,4.0,8,4,1.0
1.27,31.96,0.0,0,0,0.0
0.71,34.64,1.0,2,1,0.0
1.75,30.64,1.0,3,3,0.0
0.31,22.56,3.0,2,1,0.0
2.58,31.16,3.0,2,0,0.0
1.39,24.63,1.0,0,1,0.0
3.46,20.67,1.0,3,1,1.0
0.32,25.42,0.0,0,0,0.0
0.32,17.78,1.0,1,0,0.0
1.72,32.84,0.0,0,1,0.0
1.78,9.25,1.0,0,1,0.0
1.2,30.01,0.0,3,0,0.0
3.75,3.16,4.0,4,2,1.0
0.63,31.01,2.0,2,1,0.0
0.23,31.11,4.0,1,1,0.0
0.35,30.99,2.0,0,0,0.0
2.37,29.57,0.0,2,0,0.0
3.5,24.88,3.0,3,1,1.0
0.28,32.75,0.0,2,2,0.0
0.66,33.47,3.0,2,0,0.0
0.56,34.61,2.0,2,2,0.0
3.72,6.49,4.0,2,5,1.0
0.44,23.73,1.0,1,0,0.0
1.67,28.96,1.0,1,0,0.0
0.43,31.94,1.0,0,0,0.0
1.12,22.52,2.0,1,2,0.0
0.84,28.57,2.0,3,0,0.0
0.85,28.23,0.0,1,0,0.0
0.49,29.69,1.0,0,2,0.0
0.5,26.82,0.0,1,0,0.0
2.61,28.21,0.0,1,0,0.0
1.12,22.13,0.0,0,0,0.0
1.09,30.32,0.0,0,1,0.0
3.41,4.41,6.0,3,2,1.0
3.55,7.89,4.0,6,1,1.0
1.99,18.84,0.0,0,1,0.0
3.4,3.88,3.0,2,4,1.0
3.45,9.1,5.0,7,1,1.0
0.39,26.2,3.0,0,0,0.0
1.87,31.02,2.0,1,0,0.0
0.85,32.13,0.0,2,1,0.0
0.36,24.32,3.0,0,0,0.0
3.6,11.55,8.0,6,5,1.0
1.57,17.95,2.0,1,0,0.0
0.4,29.41,1.0,0,1,0.0
1.05,25.9,1.0,0,0,0.0
3.54,5.38,4.0,3,3,1.0
0.78,25.18,1.0,1,2,0.0
0.35,27.9,1.0,2,1,0.0
0.25,19.75,1.0,0,2,0.0
0.43,29.61,2.0,1,2,0.0
1.59,30.12,1.0,1,0,0.0
1.66,23.53,2.0,0,1,0.0
0.62,29.97,1.0,1,1,0.0
3.67,7.51,7.0,4,4,1.0
1.43,30.01,0.0,2,0,0.0
1.9,32.62,1.0,1,2,0.0
1.17,30.74,2.0,0,1,0.0
0.43,27.6,1.0,1,4,0.0
0.27,27.28,0.0,0,0,0.0
1.11,33.23,3.0,2,1,0.0
1.66,33.29,1.0,1,1,0.0
0.48,27.34,1.0,2,2,0.0
0.26,28.5,2.0,0,1,0.0
1.1,24.0,0.0,0,0,0.0
3.56,6.96,5.0,7,2,1.0
3.64,4.35,4.0,2,2,1.0
0.26,22.44,0.0,0,0,0.0
0.43,24.74,2.0,1,1,0.0
0.73,29.04,0.0,1,2,0.0
0.73,28.86,1.0,4,1,0.0
3.4,7.96,3.0,8,6,1.0
0.25,23.52,2.0,0,1,0.0
1.18,18.32,1.0,0,2,0.0
1.85,24.33,1.0,1,1,0.0
0.73,28.92,0.0,3,1,0.0
0.78,33.77,1.0,0,0,0.0
0.53,23.97,2.0,1,0,0.0
1.27,25.53,1.0,0,0,0.0
0.74,32.12,1.0,0,0,0.0
1.62,24.77,0.0,0,0,0.0
1.15,34.73,2.0,2,0,0.0
0.92,29.61,0.0,0,0,0.0
0.32,23.33,1.0,1,0,0.0
1.07,29.03,1.0,1,2,0.0
1.49,29.68,1.0,1,1,0.0
0.07,21.44,0.0,1,0,0.0
3.25,4.96,4.0,6,7,1.0
0.49,32.89,4.0,3,0,0.0
1.19,29.36,0.0,1,3,0.0
0.72,30.14,1.0,1,0,0.0
1.6,28.06,4.0,0,0,0.0
1.01,26.75,3.0,1,2,0.0
0.63,20.98,1.0,1,1,0.0
0.24,32.32,2.0,0,0,0.0
1.26,22.73,1.0,2,2,0.0
0.03,22.78,0.0,2,2,0.0
0.72,17.98,1.0,1,2,0.0
0.06,21.97,2.0,2,0,0.0
1.06,22.0,1.0,0,1,0.0
0.75,23.52,0.0,0,0,0.0
1.33,32.73,0.0,1,0,0.0
2.41,21.04,0.0,1,1,0.0
1.17,29.29,1.0,2,0,0.0
3.65,5.32,6.0,3,3,1.0
0.47,26.83,0.0,1,1,0.0
0.71,13.04,1.0,2,1,0.0
0.63,33.56,0.0,0,2,0.0
1.35,24.26,0.0,1,0,0.0
0.84,18.96,1.0,0,0,0.0
0.86,18.79,1.0,2,1,0.0
0.77,30.45,4.0,2,0,0.0
1.63,28.87,0.0,1,2,0.0
0.37,29.46,1.0,2,1,0.0
0.9,31.24,0.0,2,1,0.0
1.09,34.69,0.0,0,0,0.0
0.52,21.47,1.0,0,2,0.0
1.45,29.82,1.0,0,1,0.0
0.17,29.65,3.0,1,0,0.0
3.51,19.26,3.0,4,4,1.0
0.48,31.69,0.0,0,0,0.0
0.37,20.79,0.0,2,2,0.0
0.42,25.73,1.0,0,1,0.0
0.58,30.21,1.0,2,0,0.0
0.3,26.3,0.0,0,1,0.0
0.95,23.44,4.0,0,0,0.0
0.52,26.56,2.0,0,1,0.0
0.47,29.74,0.0,2,0,0.0
0.85,25.23,4.0,1,1,0.0
1.59,30.74,3.0,1,0,0.0
0.41,31.45,3.0,1,4,0.0
0.86,25.28,0.0,0,1,0.0
0.54,33.09,1.0,0,1,0.0
1.16,25.7,0.0,2,1,0.0
3.56,10.11,5.0,2,8,1.0
3.66,15.2,1.0,2,2,1.0
1.18,24.45,1.0,1,1,0.0
0.16,31.31,0.0,0,1,0.0
3.65,9.15,1.0,8,2,1.0
1.33,22.22,2.0,1,0,0.0
2.09,29.95,1.0,0,1,0.0
0.38,24.46,2.0,0,0,0.0
3.61,17.34,8.0,3,4,1.0
1.4,24.38,1.0,0,2,0.0
1.88,28.39,2.0,1,1,0.0
1.16,18.56,0.0,3,0,0.0
3.69,9.06,6.0,2,2,1.0
0.62,25.36,0.0,0,3,0.0
3.47,1.6,3.0,6,5,1.0
3.55,10.14,4.0,2,3,1.0
3.36,3.09,2.0,3,3,1.0
0.26,28.34,1.0,1,2,0.0
0.95,23.42,0.0,2,0,0.0
0.68,33.38,1.0,1,1,0.0
3.41,4.37,4.0,2,6,1.0
1.65,29.15,1.0,1,3,0.0
1.07,28.01,1.0,2,0,0.0
0.97,23.38,2.0,1,1,0.0
0.15,19.28,1.0,3,0,0.0
1.02,23.76,0.0,0,1,0.0
1.24,20.09,0.0,0,2,0.0
0.19,11.21,2.0,0,0,0.0
0.68,25.87,0.0,1,1,0.0
3.71,4.85,4.0,3,5,1.0
0.16,26.72,2.0,1,0,0.0
3.37,17.5,5.0,2,7,1.0
1.16,34.0,2.0,0,0,0.0
3.38,8.96,8.0,4,1,1.0
1.15,32.11,0.0,0,1,0.0
0.19,26.36,2.0,2,2,0.0
1.35,27.21,0.0,2,4,0.0
0.95,31.68,2.0,1,0,0.0
1.28,32.75,0.0,1,1,0.0
0.75,16.75,1.0,2,1,0.0
0.43,24.53,1.0,0,1,0.0
0.21,19.03,2.0,1,2,0.0
0.54,27.45,2.0,0,2,0.0
0.17,24.3,2.0,1,0,0.0
0.76,28.81,0.0,0,1,0.0
3.17,13.97,8.0,3,3,1.0
1.2,29.82,0.0,0,1,0.0
3.61,14.12,4.0,8,2,1.0
0.41,32.01,1.0,2,2,0.0
0.48,26.61,0.0,2,2,0.0
3.62,9.97,4.0,2,1,1.0
1.7,25.92,1.0,2,1,0.0
0.26,27.09,0.0,0,2,0.0
1.12,25.15,1.0,1,1,0.0
1.11,31.7,1.0,1,0,0.0
0.66,15.38,2.0,1,2,0.0
3.63,15.26,3.0,7,4,1.0
1.13,31.19,0.0,2,1,0.0
1.44,26.96,2.0,2,0,0.0
1.43,26.64,1.0,0,2,0.0
3.38,3.98,2.0,4,3,1.0
0.18,28.94,1.0,2,1,0.0
1.15,31.62,3.0,1,0,0.0
1.93,30.55,0.0,1,1,0.0
3.15,8.53,2.0,5,1,1.0
3.18,3.59,5.0,2,5,1.0
0.55,24.06,0.0,0,0,0.0
1.55,26.85,1.0,1,0,0.0
0.23,22.43,1.0,2,0,0.0
3.59,9.5,5.0,0,3,1.0
0.91,31.05,0.0,2,0,0.0
0.59,29.94,1.0,2,3,0.0
1.94,28.7,3.0,1,1,0.0
1.16,22.2,4.0,2,2,0.0
0.4,27.08,1.0,1,0,0.0
1.01,22.03,2.0,2,0,0.0
3.43,4.58,3.0,4,2,1.0
0.37,30.74,0.0,2,2,0.0
3.56,17.41,5.0,2,1,1.0
3.43,8.48,6.0,7,5,1.0
1.58,31.6,0.0,1,3,0.0
2.52,22.38,2.0,0,1,0.0
0.53,26.94,3.0,0,0,0.0
0.62,29.06,1.0,1,1,0.0
0.71,22.11,1.0,2,0,0.0
3.55,9.51,5.0,3,6,1.0
3.53,16.98,2.0,8,4,1.0
3.66,5.71,3.0,5,3,1.0
2.11,34.2,0.0,1,1,0.0
0.39,29.7,1.0,1,2,0.0
3.46,7.56,3.0,4,1,1.0
1.05,32.32,2.0,0,2,0.0
3.76,3.92,2.0,2,6,1.0
1.3,28.23,3.0,2,1,0.0
1.01,27.97,3.0,2,2,0.0
0.87,32.39,1.0,0,0,0.0
0.8,28.22,0.0,2,1,0.0
3.31,6.13,3.0,6,2,1.0
0.71,26.17,1.0,0,0,0.0
3.57,7.27,6.0,4,3,1.0
0.83,15.6,1.0,2,1,0.0
0.43,31.71,1.0,0,3,0.0
0.63,34.11,2.0,0,2,0.0
3.72,16.95,4.0,5,4,1.0
3.75,18.19,7.0,0,3,1.0
1.14,28.24,0.0,0,1,0.0
0.82,25.02,2.0,0,0,0.0
0.96,27.56,1.0,1,0,0.0
1.55,16.22,3.0,0,0,0.0
0.37,29.92,1.0,1,1,0.0
0.36,21.93,1.0,1,0,0.0
0.71,24.7,2.0,2,1,0.0
0.18,20.41,1.0,1,0,0.0
2.85,27.59,1.0,0,0,0.0
1.14,28.58,2.0,3,2,0.0
3.58,4.84,5.0,7,2,1.0
3.79,9.04,5.0,3,2,1.0
1.22,28.24,1.0,0,0,0.0
0.68,21.48,1.0,0,2,0.0
0.98,33.43,2.0,1,0,0.0
3.44,16.38,2.0,7,4,1.0
0.57,19.66,0.0,0,0,0.0
1.7,32.18,2.0,0,0,0.0
0.9,24.49,1.0,0,1,0.0
0.44,17.27,3.0,2,0,0.0
1.46,28.77,2.0,1,0,0.0
1.72,32.07,1.0,1,0,0.0
1.47,33.14,2.0,2,1,0.0
0.43,30.3,1.0,0,2,0.0
0.58,29.75,0.0,3,0,0.0
1.05,30.51,0.0,0,3,0.0
1.57,25.07,0.0,3,0,0.0
1.09,31.18,1.0,1,1,0.0
0.83,18.77,1.0,0,0,0.0
0.19,31.91,0.0,1,0,0.0
3.57,11.12,3.0,8,5,1.0
0.83,34.45,1.0,1,2,0.0
0.21,32.08,1.0,1,1,0.0
1.0,26.13,1.0,1,0,0.0
1.36,21.3,0.0,2,2,0.0
0.27,32.93,2.0,2,2,0.0
0.5,26.36,2.0,0,2,0.0
0.94,31.41,0.0,1,0,0.0
1.28,32.27,0.0,2,2,0.0
0.42,26.07,1.0,2,0,0.0
1.56,26.07,0.0,0,1,0.0
0.64,29.78,1.0,0,1,0.0
0.34,24.33,2.0,0,1,0.0
0.71,33.25,0.0,3,0,0.0
0.17,29.31,1.0,4,0,0.0
0.7,30.41,0.0,1,3,0.0
0.45,29.39,0.0,1,2,0.0
0.62,25.68,0.0,2,0,0.0
1.74,23.5,3.0,1,3,0.0
0.78,31.63,0.0,3,1,0.0
0.54,22.68,2.0,2,2,0.0
0.6,15.54,2.0,2,2,0.0
1.96,23.87,0.0,1,1,0.0
1.05,17.37,1.0,1,2,0.0
3.58,5.04,4.0,3,0,1.0
0.86,33.47,0.0,2,0,0.0
0.32,32.86,1.0,2,2,0.0
0.56,30.44,1.0,0,0,0.0
1.42,21.83,0.0,2,2,0.0
0.22,29.0,1.0,2,0,0.0
0.28,29.67,2.0,2,4,0.0
3.51,5.72,3.0,1,1,1.0
0.46,28.04,0.0,0,0,0.0
1.02,30.55,0.0,2,2,0.0
0.9,20.63,1.0,0,0,0.0
0.51,21.79,4.0,0,2,0.0
0.89,24.68,1.0,0,0,0.0
1.16,32.72,0.0,0,0,0.0
0.86,26.37,1.0,1,4,0.0
0.54,28.61,0.0,3,1,0.0
1.23,30.98,1.0,1,1,0.0
1.26,34.15,0.0,0,1,0.0
0.76,25.23,0.0,2,1,0.0
2.53,18.06,1.0,2,3,0.0
3.6,2.59,2.0,4,1,1.0
0.52,25.05,2.0,1,0,0.0
0.59,26.93,2.0,2,1,0.0
1.22,32.47,0.0,0,1,0.0
0.96,28.15,1.0,2,1,0.0
0.27,23.21,0.0,0,0,0.0
1.49,20.68,1.0,0,2,0.0
3.62,4.08,4.0,2,2,1.0
0.16,29.35,0.0,0,0,0.0
1.13,28.31,1.0,0,0,0.0
0.58,33.5,0.0,2,2,0.0
3.61,6.36,7.0,8,2,1.0
3.56,13.65,6.0,4,1,1.0
0.73,29.49,0.0,0,1,0.0
3.56,15.89,4.0,2,2,1.0
0.96,32.34,2.0,0,1,0.0
1.49,12.72,1.0,0,1,0.0
1.11,21.47,2.0,0,0,0.0
0.37,33.57,0.0,0,2,0.0
2.06,30.67,2.0,1,1,0.0
3.53,13.68,5.0,3,2,1.0
3.7,8.25,5.0,7,4,1.0
0.95,25.54,2.0,2,0,0.0
1.02,32.33,0.0,0,0,0.0
0.78,33.8,0.0,1,0,0.0
0.46,25.72,0.0,0,0,0.0
3.66,3.6,2.0,3,3,1.0
1.66,21.66,0.0,0,2,0.0
3.45,5.93,3.0,4,3,1.0
0.34,18.23,1.0,1,1,0.0
3.77,10.6,4.0,6,3,1.0
1.3,27.82,0.0,0,0,0.0
1.83,23.11,2.0,0,1,0.0
1.86,23.78,1.0,0,3,0.0
3.47,12.26,2.0,2,0,1.0
0.11,29.99,0.0,0,1,0.0
0.58,23.23,2.0,0,0,0.0
1.03,28.93,1.0,0,1,0.0
0.58,26.54,1.0,2,0,0.0
0.8,31.68,2.0,1,1,0.0
0.51,34.23,1.0,3,2,0.0
1.75,32.31,0.0,1,2,0.0
0.4,24.15,1.0,0,1,0.0
0.6,28.82,1.0,2,2,0.0
0.98,19.59,0.0,1,0,0.0
0.96,20.63,1.0,0,0,0.0
1.16,18.86,0.0,0,1,0.0
0.85,21.42,2.0,0,1,0.0
1.16,24.23,0.0,1,3,0.0
0.49,25.94,1.0,2,0,0.0
0.64,16.32,1.0,1,1,0.0
0.87,31.49,1.0,0,0,0.0
1.17,24.55,0.0,2,3,0.0
3.38,7.3,5.0,8,6,1.0
0.51,32.12,1.0,0,2,0.0
0.76,33.96,1.0,1,0,0.0
0.61,30.64,1.0,1,1,0.0
1.15,30.69,2.0,2,0,0.0
3.68,7.69,7.0,4,3,1.0
1.54,13.33,1.0,0,4,0.0
0.26,25.42,1.0,1,1,0.0
0.62,18.85,0.0,1,0,0.0
1.6,28.39,1.0,0,2,0.0
0.69,26.53,1.0,1,1,0.0
1.7,19.76,0.0,1,2,0.0
0.88,33.12,1.0,2,0,0.0
0.9,23.9,0.0,1,0,0.0
1.38,23.55,0.0,1,1,0.0
0.25,21.52,1.0,0,3,0.0
0.1,21.86,2.0,1,1,0.0
1.82,28.51,1.0,2,5,0.0
0.96,21.62,0.0,0,1,0.0
3.39,7.77,3.0,2,1,1.0
1.23,34.44,1.0,0,0,0.0
1.62,14.45,3.0,1,1,0.0
0.57,20.84,1.0,0,1,0.0
0.4,32.81,1.0,1,3,0.0
1.1,30.04,0.0,1,1,0.0
0.48,21.5,4.0,2,1,0.0
1.22,31.32,1.0,3,3,0.0
0.28,18.16,1.0,1,1,0.0
0.83,21.3,0.0,1,1,0.0
3.38,3.18,5.0,4,4,1.0
0.45,24.86,0.0,0,1,0.0
3.5,3.82,3.0,2,3,1.0
0.68,21.96,1.0,1,1,0.0
1.46,27.72,0.0,2,1,0.0
0.72,28.4,1.0,1,0,0.0
0.28,22.14,0.0,3,0,0.0
0.37,28.07,1.0,0,0,0.0
0.67,24.79,0.0,1,3,0.0
0.53,20.67,1.0,1,0,0.0
3.63,15.45,3.0,5,4,1.0
0.98,24.75,0.0,0,0,0.0
0.49,27.92,0.0,0,2,0.0
0.82,25.02,1.0,1,1,0.0
3.76,4.47,4.0,5,2,1.0
0.27,26.19,2.0,2,2,0.0
1.4,23.31,3.0,2,2,0.0
3.66,16.95,4.0,1,6,1.0
0.41,16.29,2.0,2,4,0.0
0.9,30.7,0.0,0,1,0.0
0.52,23.08,1.0,2,1,0.0
1.77,16.16,1.0,5,1,0.0
0.2,14.78,2.0,2,0,0.0
0.2,30.79,0.0,1,0,0.0
1.27,25.82,0.0,2,1,0.0
1.8,30.49,1.0,0,0,0.0
3.73,2.45,7.0,4,7,1.0
0.4,28.21,0.0,3,0,0.0
1.32,24.0,0.0,0,0,0.0
3.57,3.53,5.0,6,4,1.0
1.44,22.73,0.0,0,1,0.0
3.61,21.54,4.0,1,2,1.0
3.69,4.14,5.0,4,8,1.0
1.13,22.58,0.0,0,0,0.0
0.82,28.93,0.0,0,0,0.0
3.62,4.83,6.0,6,3,1.0
0.79,17.08,0.0,0,1,0.0
1.42,23.36,1.0,2,2,0.0
0.77,23.99,1.0,0,0,0.0
0.86,24.46,0.0,3,1,0.0
0.56,28.74,1.0,2,0,0.0
1.25,25.63,1.0,3,0,0.0
0.47,10.83,2.0,1,0,0.0
0.63,30.04,3.0,2,0,0.0
0.8,15.59,1.0,0,1,0.0
3.64,12.11,4.0,0,6,1.0
0.65,32.55,1.0,2,1,0.0
1.59,19.55,1.0,1,2,0.0
1.17,29.04,0.0,1,4,0.0
1.38,29.53,1.0,2,1,0.0
0.71,17.35,0.0,0,2,0.0
0.69,33.0,2.0,0,1,0.0
0.46,24.72,0.0,0,0,0.0
3.4,13.31,7.0,7,5,1.0
3.69,12.8,6.0,2,5,1.0
0.96,22.69,1.0,2,0,0.0
1.24,28.53,1.0,0,0,0.0
0.8,26.58,1.0,0,0,0.0
1.65,32.06,2.0,0,0,0.0
0.26,25.45,2.0,1,0,0.0
0.16,27.35,0.0,0,2,0.0
3.62,6.21,7.0,1,2,1.0
1.01,16.32,0.0,1,2,0.0
1.1,30.86,1.0,1,0,0.0
0.8,32.25,0.0,2,2,0.0
1.37,19.72,2.0,2,0,0.0
1.3,27.1,0.0,1,1,0.0
1.22,33.84,0.0,0,2,0.0
1.29,23.3,1.0,1,0,0.0
0.44,27.38,0.0,2,0,0.0
3.48,1.81,6.0,5,4,1.0
0.69,28.05,2.0,0,0,0.0
0.87,27.56,1.0,0,0,0.0
0.58,22.39,0.0,2,0,0.0
1.24,23.32,0.0,2,2,0.0
0.7,27.49,0.0,1,0,0.0
1.21,23.55,1.0,1,2,0.0
0.78,29.37,1.0,1,1,0.0
0.84,24.56,0.0,1,2,0.0
1.5,28.25,2.0,2,2,0.0
3.44,10.84,4.0,2,4,1.0
1.45,30.26,3.0,0,2,0.0
1.19,29.19,1.0,0,2,0.0
0.75,29.59,0.0,2,0,0.0
0.36,28.18,2.0,2,1,0.0
0.46,21.95,3.0,0,0,0.0
0.69,29.19,1.0,0,2,0.0
3.54,4.85,7.0,2,3,1.0
1.36,29.65,1.0,0,1,0.0
0.66,19.5,1.0,0,2,0.0
1.48,21.19,0.0,1,1,0.0
0.75,21.65,2.0,1,0,0.0
1.51,20.47,1.0,1,0,0.0
0.8,33.56,2.0,2,1,0.0
1.45,31.69,0.0,1,2,0.0
1.48,29.85,1.0,0,1,0.0
